pais,fecha,term,rating,cambio
Brasil,2001-07-17,long,BB-,Revision Outlook
Brasil,2001-05-08,long,BB-,Affirmed
Brasil,2000-09-21,long,BB-,New Rating
Brasil,2000-05-19,long,BB-,Upgrade
Brasil,2000-02-22,long,B+,Upgrade
Brasil,1999-01-26,long,B,Downgrade
Brasil,1997-12-03,long,B+,Affirmed
Brasil,1995-10-26,long,B+,Affirmed
Brasil,1994-12-01,long,B+,New Rating
Brasil,2025-06-25,short,B,Affirmed
Brasil,2024-06-27,short,B,Affirmed
Brasil,2023-12-15,short,B,Affirmed
Brasil,2023-07-26,short,B,Affirmed
Brasil,2022-12-20,short,B,Affirmed
Brasil,2022-07-14,short,B,Affirmed
Brasil,2021-12-14,short,B,Affirmed
Brasil,2021-05-27,short,B,Affirmed
Brasil,2020-11-18,short,B,Affirmed
Brasil,2020-05-05,short,B,Affirmed
Brasil,2019-11-14,short,B,Affirmed
Brasil,2019-05-21,short,B,Affirmed
Brasil,2018-08-01,short,B,Affirmed
Brasil,2018-02-23,short,B,Affirmed
Brasil,2017-11-10,short,B,Affirmed
Brasil,2017-05-19,short,B,Affirmed
Brasil,2016-11-11,short,B,Affirmed
Brasil,2016-07-22,short,B,Affirmed
Brasil,2016-05-05,short,B,Affirmed
Brasil,2015-12-16,short,B,Downgrade
Brasil,2015-10-15,short,F3,Downgrade
Brasil,2015-04-09,short,F2,Affirmed
Brasil,2014-07-10,short,F2,Affirmed
Brasil,2013-07-18,short,F2,Affirmed
Brasil,2012-07-26,short,F2,Affirmed
Brasil,2011-10-25,short,F2,Affirmed
Brasil,2011-04-04,short,F2,Upgrade
Brasil,2010-06-28,short,F3,Affirmed
Brasil,2009-05-12,short,F3,Affirmed
Brasil,2008-11-10,short,F3,Affirmed
Brasil,2008-05-29,short,F3,Upgrade
Brasil,2007-05-10,short,B,Affirmed
Brasil,2007-02-05,short,B,Affirmed
Brasil,2006-06-28,short,B,Affirmed
Brasil,2005-12-14,short,B,Revision IDR
Brasil,2005-07-11,short,B,Affirmed
Brasil,2004-09-28,short,B,Affirmed
Brasil,2002-10-21,short,B,Affirmed
Brasil,2002-08-01,short,B,Rating Watch On
Brasil,2002-06-20,short,B,Affirmed
Brasil,2002-02-28,short,B,Affirmed
Brasil,2001-05-08,short,B,Affirmed
Brasil,2000-09-21,short,B,Affirmed
Brasil,2000-05-19,short,B,Affirmed
Brasil,2000-02-22,short,B,Affirmed
Brasil,1999-01-26,short,B,Affirmed
Brasil,1997-12-03,short,B,Affirmed
Brasil,1995-10-26,short,B,New Rating
Chile,2025-09-26,long,A-,Affirmed
Chile,2025-01-23,long,A-,Affirmed
Chile,2024-07-09,long,A-,Affirmed
Chile,2023-12-13,long,A-,Affirmed
Chile,2023-07-19,long,A-,Affirmed
Chile,2022-12-08,long,A-,Affirmed
Chile,2022-05-19,long,A-,Affirmed
Chile,2021-10-21,long,A-,Affirmed
Chile,2021-03-24,long,A-,Affirmed
Chile,2020-10-15,long,A-,Downgrade
Chile,2020-03-12,long,A,Affirmed
Chile,2019-08-30,long,A,Affirmed
Chile,2019-02-22,long,A,Affirmed
Chile,2018-08-07,long,A,Affirmed
Chile,2018-02-23,long,A,Affirmed
Chile,2017-08-11,long,A,Downgrade
Chile,2016-12-13,long,A+,Affirmed
Chile,2016-05-19,long,A+,Affirmed
Chile,2015-11-13,long,A+,Affirmed
Chile,2015-05-06,long,A+,Affirmed
Chile,2014-10-21,long,A+,Affirmed
Chile,2013-10-25,long,A+,Affirmed
Chile,2013-01-24,long,A+,Affirmed
Chile,2012-01-30,long,A+,Affirmed
Chile,2011-02-01,long,A+,Upgrade
Chile,2010-05-18,long,A,Affirmed
Chile,2009-05-28,long,A,Affirmed
Chile,2008-11-10,long,A,Revision Outlook
Chile,2008-05-14,long,A,Affirmed
Chile,2007-05-15,long,A,Revision Outlook
Chile,2006-03-09,long,A,Affirmed
Chile,2005-12-14,long,A,Revision IDR
Chile,2005-03-28,long,A,Upgrade
Chile,2004-02-02,long,A-,Affirmed
Chile,2003-02-24,long,A-,Affirmed
Chile,2001-12-20,long,A-,Affirmed
Chile,2000-10-24,long,A-,Affirmed
Chile,2000-09-21,long,A-,Revision Outlook
Chile,1997-12-03,long,A-,Affirmed
Chile,1996-11-25,long,A-,Affirmed
Chile,1995-10-26,long,A-,Affirmed
Chile,1995-08-30,long,A-,Upgrade
Chile,1994-11-10,long,BBB+,New Rating
Chile,2025-09-26,short,F2,Affirmed
Chile,2025-01-23,short,F2,Affirmed
Chile,2024-07-09,short,F2,Affirmed
Chile,2023-12-13,short,F2,Affirmed
Chile,2023-07-19,short,F2,Affirmed
Chile,2022-12-08,short,F2,Affirmed
Chile,2022-05-19,short,F2,Affirmed
Chile,2021-10-21,short,F2,Affirmed
Chile,2021-03-24,short,F2,Affirmed
Chile,2020-10-15,short,F2,Downgrade
Chile,2020-03-12,short,F1,Affirmed
Chile,2019-08-30,short,F1,Affirmed
Chile,2019-02-22,short,F1,Affirmed
Chile,2018-08-07,short,F1,Affirmed
Chile,2018-02-23,short,F1,Affirmed
Chile,2017-08-11,short,F1,Downgrade
Chile,2016-12-13,short,F1+,Affirmed
Chile,2016-07-22,short,F1+,Upgrade
Chile,2016-05-19,short,F1,Affirmed
Chile,2015-11-13,short,F1,Affirmed
Chile,2015-05-06,short,F1,Affirmed
Chile,2014-10-21,short,F1,Affirmed
Chile,2013-10-25,short,F1,Affirmed
Chile,2013-01-24,short,F1,Affirmed
Chile,2012-01-30,short,F1,Affirmed
Chile,2011-02-01,short,F1,Affirmed
Chile,2010-05-18,short,F1,Affirmed
Chile,2009-05-28,short,F1,Affirmed
Chile,2008-11-10,short,F1,Affirmed
Chile,2008-05-14,short,F1,Affirmed
Chile,2007-05-15,short,F1,Affirmed
Chile,2006-03-09,short,F1,Affirmed
Chile,2005-12-14,short,F1,Revision IDR
Chile,2003-02-24,short,F1,Affirmed
Chile,2000-09-21,short,F1,Affirmed
Chile,1997-12-03,short,F1,Affirmed
Chile,1996-11-25,short,F1,Affirmed
Chile,1995-10-26,short,F1,New Rating
Colombia,2025-12-16,long,BB,Downgrade
Colombia,2025-03-06,long,BB+,Affirmed
Colombia,2024-11-20,long,BB+,Affirmed
Colombia,2024-07-31,long,BB+,Affirmed
Colombia,2023-12-07,long,BB+,Affirmed
Colombia,2023-06-30,long,BB+,Affirmed
Colombia,2022-12-15,long,BB+,Affirmed
Colombia,2022-06-10,long,BB+,Affirmed
Colombia,2021-12-09,long,BB+,Affirmed
Colombia,2021-07-01,long,BB+,Downgrade
Colombia,2020-11-06,long,BBB-,Affirmed
Colombia,2020-04-01,long,BBB-,Downgrade
Colombia,2019-11-20,long,BBB,Affirmed
Colombia,2019-05-23,long,BBB,Affirmed
Colombia,2018-11-14,long,BBB,Affirmed
Colombia,2018-05-09,long,BBB,Affirmed
Colombia,2017-10-26,long,BBB,Affirmed
Colombia,2017-03-10,long,BBB,Affirmed
Colombia,2016-07-22,long,BBB,Affirmed
Colombia,2015-12-15,long,BBB,Affirmed
Colombia,2015-05-22,long,BBB,Affirmed
Colombia,2014-11-20,long,BBB,Affirmed
Colombia,2013-12-10,long,BBB,Upgrade
Colombia,2013-03-06,long,BBB-,Affirmed
Colombia,2012-06-19,long,BBB-,Affirmed
Colombia,2011-06-22,long,BBB-,Upgrade
Colombia,2010-10-14,long,BB+,Revision Outlook
Colombia,2009-09-03,long,BB+,Affirmed
Colombia,2008-08-28,long,BB+,Affirmed
Colombia,2007-06-21,long,BB+,Upgrade
Colombia,2006-06-05,long,BB,Revision Outlook
Colombia,2005-12-14,long,BB,Revision IDR
Colombia,2005-05-11,long,BB,Affirmed
Colombia,2004-05-03,long,BB,Revision Outlook
Colombia,2003-05-14,long,BB,Affirmed
Colombia,2002-08-29,long,BB,Revision Outlook
Colombia,2002-01-10,long,BB,Downgrade
Colombia,2000-10-24,long,BB+,Affirmed
Colombia,2000-09-21,long,BB+,Revision Outlook
Colombia,2000-03-17,long,BB+,Downgrade
Colombia,1999-09-08,long,BBB-,Downgrade
Colombia,1998-03-20,long,BBB,Affirmed
Colombia,1994-08-10,long,BBB,New Rating
Colombia,2025-12-16,short,B,Affirmed
Colombia,2025-03-06,short,B,Affirmed
Colombia,2024-11-20,short,B,Affirmed
Colombia,2024-07-31,short,B,Affirmed
Colombia,2023-12-07,short,B,Affirmed
Colombia,2023-06-30,short,B,Affirmed
Colombia,2022-12-15,short,B,Affirmed
Colombia,2022-06-10,short,B,Affirmed
Colombia,2021-12-09,short,B,Affirmed
Colombia,2021-07-01,short,B,Downgrade
Colombia,2020-11-06,short,F3,Affirmed
Colombia,2020-04-01,short,F3,Downgrade
Colombia,2019-11-20,short,F2,Affirmed
Colombia,2019-05-23,short,F2,Affirmed
Colombia,2018-11-14,short,F2,Affirmed
Colombia,2018-05-09,short,F2,Affirmed
Colombia,2017-10-26,short,F2,Affirmed
Colombia,2017-03-10,short,F2,Affirmed
Colombia,2016-07-22,short,F2,Affirmed
Colombia,2015-12-15,short,F2,Affirmed
Colombia,2015-05-22,short,F2,Affirmed
Colombia,2014-11-20,short,F2,Affirmed
Colombia,2013-12-10,short,F2,Upgrade
Colombia,2013-03-06,short,F3,Affirmed
Colombia,2012-06-19,short,F3,Affirmed
Colombia,2011-06-22,short,F3,Upgrade
Colombia,2010-10-14,short,B,Affirmed
Colombia,2009-09-03,short,B,Affirmed
Colombia,2008-08-28,short,B,Affirmed
Colombia,2007-06-21,short,B,Affirmed
Colombia,2006-06-05,short,B,Affirmed
Colombia,2005-12-14,short,B,Revision IDR
Colombia,2005-05-11,short,B,Affirmed
Colombia,2003-05-14,short,B,Affirmed
Colombia,2002-01-10,short,B,Affirmed
Colombia,2000-09-21,short,B,Affirmed
Colombia,2000-06-16,short,B,New Rating
Colombia,2000-03-17,short,B,Downgrade
Colombia,1999-09-01,short,F3,Affirmed
Colombia,1998-03-20,short,F3,New Rating
Ecuador,2025-08-07,long,CCC+,Affirmed
Ecuador,2024-08-13,long,CCC+,Affirmed
Ecuador,2023-08-16,long,CCC+,Downgrade
Ecuador,2023-05-23,long,B-,Affirmed
Ecuador,2022-08-19,long,B-,Affirmed
Ecuador,2021-08-31,long,B-,Affirmed
Ecuador,2020-09-03,long,B-,Upgrade
Ecuador,2020-04-20,long,RD,Downgrade
Ecuador,2020-04-09,long,C,Downgrade
Ecuador,2020-03-24,long,CC,Downgrade
Ecuador,2020-03-19,long,CCC,Downgrade
Ecuador,2019-08-21,long,B-,Affirmed
Ecuador,2019-01-10,long,B-,Affirmed
Ecuador,2018-08-17,long,B-,Downgrade
Ecuador,2017-08-24,long,B,Affirmed
Ecuador,2016-08-25,long,B,Affirmed
Ecuador,2015-10-02,long,B,Affirmed
Ecuador,2014-10-16,long,B,Affirmed
Ecuador,2013-10-18,long,B,Upgrade
Ecuador,2012-10-24,long,B-,Affirmed
Ecuador,2011-10-28,long,B-,Affirmed
Ecuador,2010-11-05,long,B-,Upgrade
Ecuador,2009-09-04,long,CCC,Upgrade
Ecuador,2008-12-15,long,RD,Downgrade
Ecuador,2008-11-17,long,CCC,Rating Watch On
Ecuador,2007-10-30,long,CCC,Affirmed
Ecuador,2007-01-23,long,CCC,Downgrade
Ecuador,2005-12-14,long,B-,Revision IDR
Ecuador,2005-08-29,long,B-,Revision Outlook
Ecuador,2004-10-07,long,B-,Upgrade
Ecuador,2004-07-21,long,CCC+,Affirmed
Ecuador,2003-09-25,long,CCC+,Affirmed
Ecuador,2003-03-24,long,CCC+,Revision Outlook
Ecuador,2002-11-08,long,CCC+,New Rating
Ecuador,2025-08-07,short,C,Affirmed
Ecuador,2024-08-13,short,C,Affirmed
Ecuador,2023-08-16,short,C,Downgrade
Ecuador,2023-05-23,short,B,Affirmed
Ecuador,2022-08-19,short,B,Affirmed
Ecuador,2021-08-31,short,B,Affirmed
Ecuador,2020-09-03,short,B,Upgrade
Ecuador,2020-04-20,short,C,Affirmed
Ecuador,2020-04-09,short,C,Affirmed
Ecuador,2020-03-24,short,C,Affirmed
Ecuador,2020-03-19,short,C,Downgrade
Ecuador,2019-08-21,short,B,Affirmed
Ecuador,2019-01-10,short,B,Affirmed
Ecuador,2018-08-17,short,B,Affirmed
Ecuador,2017-08-24,short,B,Affirmed
Ecuador,2016-08-25,short,B,Affirmed
Ecuador,2016-07-22,short,B,Affirmed
Ecuador,2015-10-02,short,B,Affirmed
Ecuador,2014-10-16,short,B,Affirmed
Ecuador,2013-10-18,short,B,Affirmed
Ecuador,2012-10-24,short,B,Affirmed
Ecuador,2011-10-28,short,B,Affirmed
Ecuador,2010-11-05,short,B,Upgrade
Ecuador,2009-09-04,short,C,Upgrade
Ecuador,2008-12-15,short,D,Downgrade
Ecuador,2008-11-17,short,C,Affirmed
Ecuador,2007-10-30,short,C,Affirmed
Ecuador,2007-01-23,short,C,Downgrade
Ecuador,2005-12-14,short,B,Revision IDR
Ecuador,2005-08-29,short,B,Affirmed
Ecuador,2004-10-07,short,B,Upgrade
Ecuador,2004-07-21,short,C,Affirmed
Ecuador,2003-09-25,short,C,Affirmed
Ecuador,2002-11-08,short,C,New Rating
Paraguay,2025-10-06,long,BB+,Affirmed
Paraguay,2024-10-22,long,BB+,Affirmed
Paraguay,2023-11-01,long,BB+,Affirmed
Paraguay,2022-11-22,long,BB+,Affirmed
Paraguay,2021-11-30,long,BB+,Affirmed
Paraguay,2020-12-02,long,BB+,Affirmed
Paraguay,2019-12-06,long,BB+,Affirmed
Paraguay,2018-12-11,long,BB+,Upgrade
Paraguay,2017-12-14,long,BB,Affirmed
Paraguay,2016-12-16,long,BB,Affirmed
Paraguay,2016-01-27,long,BB,Affirmed
Paraguay,2015-01-29,long,BB,Upgrade
Paraguay,2014-01-31,long,BB-,Affirmed
Paraguay,2013-01-10,long,BB-,New Rating
Paraguay,2025-10-06,short,B,Affirmed
Paraguay,2024-10-22,short,B,Affirmed
Paraguay,2023-11-01,short,B,Affirmed
Paraguay,2022-11-22,short,B,Affirmed
Paraguay,2021-11-30,short,B,Affirmed
Paraguay,2020-12-02,short,B,Affirmed
Paraguay,2019-12-06,short,B,Affirmed
Paraguay,2018-12-11,short,B,Affirmed
Paraguay,2017-12-14,short,B,Affirmed
Paraguay,2016-12-16,short,B,Affirmed
Paraguay,2016-07-22,short,B,Affirmed
Paraguay,2016-01-27,short,B,Affirmed
Paraguay,2015-01-29,short,B,Affirmed
Paraguay,2014-01-31,short,B,Affirmed
Paraguay,2013-01-10,short,B,New Rating
